Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
YLR094C	GIS3	12	327730	329238	-1
YML118W	NGL3	13	32334	33851	1
YHL001W	RPL14B	8	104277	105091	1
YKL147C		11	171551	172168	-1
YDR368W	YPR1	4	1213904	1214842	1
YGL188C-A		7	148824	148964	-1
YOR378W		15	1049511	1051058	1
YPR014C		16	587189	587518	-1
YJL011C	RPC17	10	414285	414770	-1
YKL177W		11	114356	114694	1
YOR221C	MCT1	15	756476	757558	-1
YKL069W		11	307285	307827	1
YAR007C	RFA1	1	156754	158619	-1
YGR001C		7	497133	498034	-1
YLR208W	SEC13	12	559551	560444	1
YBR022W	POA1	2	283738	284271	1
YOR320C	GNT1	15	913619	915094	-1
YGR288W	MAL13	7	1070293	1071714	1
YDL239C	ADY3	4	26403	28775	-1
YML078W	CPR3	13	111002	111550	1
YOR385W		15	1065043	1065915	1
YPR099C		16	729757	730113	-1
YDR128W	MTC5	4	709549	712995	1
YDR326C	YSP2	4	1120609	1124925	-1
YLR330W	CHS5	12	787664	789679	1
YML085C	TUB1	13	97941	99400	-1
YER080W	AIM9	5	319963	321846	1
YHR179W	OYE2	8	462502	463704	1
YMR117C	SPC24	13	501250	501891	-1
YNL272C	SEC2	14	126805	129084	-1
YOR381W-A		15	1058423	1058590	1
YPR175W	DPB2	16	888974	891043	1
YJR038C		10	503710	504072	-1
YBL074C	AAR2	2	86722	87789	-1
YOR116C	RPO31	15	539763	544145	-1
YKL093W	MBR1	11	264789	265808	1
YDR136C	VPS61	4	727711	728283	-1
YML088W	UFO1	13	92235	94241	1
YIL106W	MOB1	9	166415	167444	1
YPR197C		16	933898	934461	-1
YDR059C	UBC5	4	569234	569770	-1
YER008C	SEC3	5	167808	171818	-1
YLR227C	ADY4	12	590562	592043	-1
YOL124C	TRM11	15	85456	86757	-1
YNR041C	COQ2	14	700541	701659	-1
YJL052C-A		10	337884	338003	-1
YOR247W	SRL1	15	797676	798308	1
YIL110W	HPM1	9	156045	157178	1
YKL110C	KTI12	11	228939	229880	-1
Q0182		Mito	65770	66174	1
YHL015W-A		8	74699	74782	1
YOL164W	BDS1	15	6175	8115	1
YML102W	CAC2	13	68294	69700	1
YLR272C	YCS4	12	683672	687202	-1
YGR213C	RTA1	7	918512	919465	-1
YEL070W	DSF1	5	19589	21097	1
YGR071C	ENV11	7	631481	634063	-1
YER176W	ECM32	5	541690	545055	1
YPL220W	RPL1A	16	135790	136443	1
YPL159C	PET20	16	250907	251668	-1
YPR068C	HOS1	16	682941	684353	-1
YDL115C	IWR1	4	253995	255126	-1
YER167W	BCK2	5	518216	520771	1
YGL256W	ADH4	7	15159	16307	1
YMR147W		13	559199	559870	1
YDL189W	RBS1	4	122216	123589	1
YPL231W	FAS2	16	108652	114315	1
YPR045C	THP3	16	655140	656552	-1
YHR201C	PPX1	8	499950	501143	-1
YBL079W	NUP170	2	75259	79767	1
YLL045C	RPL8B	12	47859	48629	-1
YJR058C	APS2	10	544732	545175	-1
YNL048W	ALG11	14	538173	539819	1
YDL045C	FAD1	4	372688	373608	-1
YKL099C	UTP11	11	255720	256472	-1
YOL133W	HRT1	15	70325	70690	1
YDR460W	TFB3	4	1383811	1384776	1
YDR087C	RRP1	4	617470	618306	-1
YPR006C	ICL2	16	567269	568996	-1
YJR143C	PMT4	10	698326	700614	-1
YMR001C-A		13	271347	271577	-1
YHR124W	NDT80	8	356561	358444	1
YPL210C	SRP72	16	154290	156212	-1
YHL025W	SNF6	8	54851	55849	1
YGR130C		7	751394	753844	-1
YBL060W	YEL1	2	107932	109995	1
YOR161C	PNS1	15	636939	638558	-1
YER103W	SSA4	5	364589	366517	1
YCR067C	SED4	3	233125	236322	-1
YER093C	TSC11	5	343320	347612	-1
YGR056W	RSC1	7	601661	604447	1
YOL135C	MED7	15	69376	70044	-1
YGR131W	FHN1	7	754726	755250	1
YGL007C-A		7	482941	483027	-1
YLR260W	LCB5	12	665844	667907	1
YOR128C	ADE2	15	564476	566191	-1
YJR065C	ARP3	10	557809	559158	-1
YGL020C	GET1	7	457163	457870	-1
YLR222C-A		12	582006	582236	-1
YOR086C	TCB1	15	483219	486779	-1
YJL209W	CBP1	10	38005	39969	1
YDR235W	PRP42	4	933504	935138	1
YMR173W-A		13	608897	610081	1
YLR413W		12	951156	953183	1
YOR353C	SOG2	15	998453	1000828	-1
YNL237W	YTP1	14	205188	206567	1
YBR087W	RFC5	2	423765	424829	1
YKL213C	DOA1	11	31960	34107	-1
YLR429W	CRN1	12	990777	992732	1
YJR157W		10	730515	730877	1
YKR098C	UBP11	11	633026	635179	-1
YKL160W	ELF1	11	153269	153706	1
YGL242C		7	44652	45197	-1
YDR539W	FDC1	4	1512094	1513605	1
YBR298C-A		2	805035	805256	-1
YHR001W	OSH7	8	106055	107368	1
YMR118C		13	502144	502734	-1
YPR120C	CLB5	16	773875	775182	-1
YPR143W	RRP15	16	818323	819075	1
YBR009C	HHF1	2	255373	255684	-1
YKL218C	SRY1	11	17359	18339	-1
YJR112W	NNF1	10	637030	637635	1
YOR028C	CIN5	15	383533	384420	-1
YDL123W	SNA4	4	241418	241840	1
YBL065W		2	99963	100307	1
YBR048W	RPS11B	2	332831	333812	1
YGL236C	MTO1	7	53787	55796	-1
YBR294W	SUL1	2	789235	791814	1
YLR407W		12	932967	933653	1
YIL068W-A		9	233013	233396	1
YLR154C	RNH203	12	447982	448314	-1
YGR269W		7	1026636	1026962	1
YBR174C		2	582338	582652	-1
YDR277C	MTH1	4	1014401	1015702	-1
YDL053C	PBP4	4	361699	362256	-1
YLR271W		12	682737	683561	1
YNL169C	PSD1	14	316169	317671	-1
YNL249C	MPA43	14	179394	181022	-1
YKL063C		11	321015	321518	-1
YDR367W	KEI1	4	1212848	1213614	1
YKL066W		11	315281	315724	1
YIL152W		9	56545	57252	1
YDR446W	ECM11	4	1353725	1354633	1
YLR157C-B		12	476333	481601	-1
YJL069C	UTP18	10	310922	312706	-1
YGL054C	ERV14	7	400871	401287	-1
YJL184W	GON7	10	83448	83819	1
YLR405W	DUS4	12	929789	930892	1
YDR530C	APA2	4	1496791	1497768	-1
YMR171C	EAR1	13	603868	605520	-1
YPR115W	RGC1	16	754877	758128	1
YKR058W	GLG1	11	552770	554620	1
YKR037C	SPC34	11	510910	511797	-1
YLR295C	ATP14	12	721999	722373	-1
YJL094C	KHA1	10	251821	254442	-1
YKL141W	SDH3	11	179667	180263	1
YEL026W	SNU13	5	101943	102323	1
YNL072W	RNH201	14	490317	491240	1
YAL023C	PMT2	1	106272	108551	-1
YAL025C	MAK16	1	100225	101145	-1
YDL107W	MSS2	4	268921	269976	1
YNL214W	PEX17	14	245617	246216	1
YGL076C	RPL7A	7	364335	365996	-1
YER157W	COG3	5	484788	487193	1
YNL223W	ATG4	14	227370	228854	1
YLR410W-A		12	941483	942799	1
YIL100W		9	177373	177726	1
YLR466C-A		12	1070387	1070869	-1
YAL058W	CNE1	1	37464	38972	1
YMR322C	SNO4	13	918366	919079	-1
YJR153W	PGU1	10	722815	723900	1
YML067C	ERV41	13	139063	140214	-1
YPL173W	MRPL40	16	223143	224036	1
YKL152C	GPM1	11	163642	164385	-1
YOL112W	MSB4	15	106710	108188	1
YDR464C-A		4	1392492	1392680	-1
YGL119W	COQ8	7	284442	285947	1
YNL236W	SIN4	14	206930	209854	1
YGR132C	PHB1	7	755589	756452	-1
YEL003W	GIM4	5	148176	148599	1
YKR019C	IRS4	11	476216	478063	-1
YBR047W	FMP23	2	331833	332360	1
YHR193C-A		8	488653	489027	-1
YHR007C	ERG11	8	120091	121683	-1
YFR009W	GCN20	6	162488	164746	1
YFR038W	IRC5	6	229380	231941	1
YKL009W	MRT4	11	426242	426952	1
YMR044W	IOC4	13	355384	356811	1
YLR157W-D		12	475764	475976	1
YJR121W	ATP2	10	647607	649142	1
YAR015W	ADE1	1	169375	170295	1
YLL030C	RRT7	12	80356	80697	-1
YHR072W-A	NOP10	8	241664	241840	1
YDR337W	MRPS28	4	1146319	1147179	1
YGL041C		7	419022	419225	-1
YGR140W	CBF2	7	767429	770299	1
YMR134W		13	537838	538551	1
YNL132W	KRE33	14	375321	378491	1
YPL216W		16	143821	147129	1
YOR062C		15	442725	443531	-1
YNL149C	PGA2	14	349367	349756	-1
YDR158W	HOM2	4	770357	771454	1
YBR296C	PHO89	2	796798	798522	-1
YLR159W		12	485345	485689	1
YGR033C	TIM21	7	554248	554967	-1
YOR339C	UBC11	15	958362	958832	-1
YML059C	NTE1	13	153219	158258	-1
YML022W	APT1	13	228937	229500	1
YLR086W	SMC4	12	302243	306499	1
YLR199C	PBA1	12	547853	548769	-1
YPL234C	VMA11	16	104946	105440	-1
YFL001W	DEG1	6	147131	148459	1
YMR021C	MAC1	13	317165	318418	-1
YJR014W	TMA22	10	461829	462425	1
YBL034C	STU1	2	153848	158389	-1
YCR037C	PHO87	3	194414	197185	-1
YKR039W	GAP1	11	515063	516871	1
YDR525W	API2	4	1489905	1490234	1
YIR007W		9	370704	372998	1
YDL050C		4	364446	364817	-1
YOR032W-A		15	392176	392376	1
YNL171C		14	315629	315997	-1
YDR003W-A		4	454782	454904	1
YKL079W	SMY1	11	286603	288573	1
YGR038C-B		7	562199	567467	-1
YLL015W	BPT1	12	116432	121111	1
YBR176W	ECM31	2	583720	584658	1
YKL150W	MCR1	11	166544	167452	1
YPR076W		16	696476	696850	1
YDL160C-A		4	169366	169608	-1
YDR227W	SIR4	4	917571	921647	1
YDL086C-A		4	301655	302089	-1
YDR187C		4	836228	836746	-1
YDR336W		4	1145092	1146036	1
YDR086C	SSS1	4	616928	617170	-1
YDL142C	CRD1	4	201719	202570	-1
YNL159C	ASI2	14	338478	339347	-1
YBR255W	MTC4	2	724456	726540	1
YKL172W	EBP2	11	125759	127042	1
YER150W	SPI1	5	468370	468816	1
YMR057C		13	388359	388730	-1
YDR327W		4	1125302	1125628	1
YFL047W	RGD2	6	40421	42565	1
YKR003W	OSH6	11	445381	446727	1
YKL067W	YNK1	11	314812	315273	1
YPL071C		16	420048	420518	-1
YML098W	TAF13	13	77267	77770	1
YDR002W	YRB1	4	453045	453650	1
YPL081W	RPS9A	16	404950	406044	1
YIR037W	HYR1	9	423128	423619	1
YDR105C	TMS1	4	665349	666770	-1
YLR050C		12	245587	246072	-1
YMR023C	MSS1	13	319437	321017	-1
YPR193C	HPA2	16	922909	923379	-1
YGL056C	SDS23	7	396035	397618	-1
YBR071W		2	380411	381046	1
YDR011W	SNQ2	4	465919	470424	1
YML043C	RRN11	13	190244	191767	-1
YKL185W	ASH1	11	94499	96265	1
YML001W	YPT7	13	267174	267800	1
YOR314W-A		15	904458	904568	1
YDL061C	RPS29B	4	340628	340798	-1
YBR078W	ECM33	2	393123	394742	1
YDL083C	RPS16B	4	306926	307789	-1
YLR338W	OPI9	12	804346	805203	1
YHL050C		8	445	3311	-1
YLR220W	CCC1	12	576825	577793	1
YOR073W	SGO1	15	464771	466543	1
YPL023C	MET12	16	504339	506312	-1
YDR026C		4	492556	494268	-1
YDR261C	EXG2	4	977521	979209	-1
YMR149W	SWP1	13	560996	561856	1
YCL061C	MRC1	3	18816	22106	-1
YFL022C	FRS2	6	93499	95010	-1
YAL007C	ERP2	1	137698	138345	-1
YIL033C	BCY1	9	290419	291669	-1
YIL001W		9	353940	355481	1
YOR167C	RPS28A	15	648804	649007	-1
YDL027C		4	403695	404957	-1
YGL192W	IME4	7	142246	144048	1
YOR100C	CRC1	15	513295	514278	-1
YDR288W	NSE3	4	1037195	1038106	1
YIR005W	IST3	9	364889	365335	1
YIR036C	IRC24	9	422074	422865	-1
YNL204C	SPS18	14	258375	259277	-1
YBL107C		2	9961	10551	-1
YBL048W	RRT1	2	127299	127610	1
YKR103W	NFT1	11	653080	656736	1
YDL205C	HEM3	4	92762	93745	-1
YHR204W	MNL1	8	506319	508709	1
YJL032W		10	386348	386662	1
YGL144C	ROG1	7	232450	234507	-1
YBR117C	TKL2	2	474392	476437	-1
YBR088C	POL30	2	424990	425766	-1
YFL042C		6	45720	47744	-1
YFR006W		6	156145	157752	1
YNL300W	TOS6	14	65744	66052	1
YDR022C	CIS1	4	488072	488662	-1
YPL108W		16	348446	348952	1
YKL205W	LOS1	11	50051	53353	1
YOL016C	CMK2	15	294777	296120	-1
YHR042W	NCP1	8	190543	192618	1
YPL158C	AIM44	16	252034	254310	-1
YPR002W	PDH1	16	558385	559935	1
YFR009W-A		6	163875	164132	1
YLR366W		12	855538	855843	1
YKL105C		11	239185	242583	-1
YPL052W	OAZ1	16	458799	459678	1
YDR261C-D		4	987534	992349	-1
YBR241C		2	702589	704055	-1
YMR047C	NUP116	13	363364	366705	-1
YOR235W	IRC13	15	779870	780184	1
YGR102C	GTF1	7	694584	695135	-1
YER131W	RPS26B	5	423952	424311	1
YBR056W-A		2	351255	351455	1
YNL293W	MSB3	14	80640	82541	1
YPL027W	SMA1	16	499665	500402	1
YDR209C		4	871036	871449	-1
YPR155C	NCA2	16	835563	837413	-1
YNR046W	TRM112	14	707788	708195	1
YPL177C	CUP9	16	213042	213962	-1
YLR314C	CDC3	12	762575	764137	-1
YOR248W		15	798013	798315	1
YKL013C	ARC19	11	417508	418023	-1
YJL136W-A		10	156169	156252	1
YMR315W-A		13	904286	904393	1
Q0017		Mito	4254	4415	1
YNR066C		14	753725	755035	-1
YLL044W		12	48216	48662	1
YER153C	PET122	5	474041	474805	-1
YNL003C	PET8	14	624975	625829	-1
YAR035C-A		1	192337	192417	-1
YBL030C	PET9	2	163041	163997	-1
YLR276C	DBP9	12	695046	696830	-1
YNR055C	HOL1	14	728426	730186	-1
YDL155W	CLB3	4	176773	178056	1
YDR455C		4	1367373	1367681	-1
YPL065W	VPS28	16	427927	428655	1
YOR295W	UAF30	15	869208	869894	1
YBR111C	YSA1	2	461178	461873	-1
YGR105W	VMA21	7	698599	698832	1
YJR027W		10	472760	478028	1
YJL061W	NUP82	10	320016	322157	1
YGR066C		7	620921	621799	-1
YHR182C-A		8	470939	471412	-1
YGR101W	PCP1	7	693363	694403	1
YJL212C	OPT1	10	33850	36249	-1
YOR067C	ALG8	15	451729	453462	-1
YFR039C		6	232012	233544	-1
YER183C	FAU1	5	553334	553969	-1
YNL012W	SPO1	14	609686	611665	1
YER172C-A		5	536275	536655	-1
YBR151W	APD1	2	545028	545978	1
YLR105C	SEN2	12	347047	348180	-1
YDL100C	GET3	4	282112	283176	-1
YOL163W		15	9597	10106	1
YJL006C	CTK2	10	423138	424109	-1
YDR301W	CFT1	4	1063352	1067425	1
YGR250C		7	991176	993521	-1
YMR041C	ARA2	13	350966	351973	-1
YDR511W	ACN9	4	1470017	1470418	1
YLR460C		12	1059757	1060887	-1
YPR011C		16	583062	584042	-1
YIL078W	THS1	9	212499	214703	1
YDL032W		4	393690	394001	1
YNR053C	NOG2	14	721120	723112	-1
YIL039W	TED1	9	278426	279847	1
YDR071C	PAA1	4	588827	589402	-1
YDL043C	PRP11	4	375680	376480	-1
YFR047C	BNA6	6	244279	245166	-1
YCR011C	ADP1	3	133724	136873	-1
YCR077C	PAT1	3	250238	252628	-1
YKL090W	CUE2	11	271878	273209	1
YJL203W	PRP21	10	53341	54183	1
YOL117W	RRI2	15	97551	99488	1
YHR139C	SPS100	8	378219	379199	-1
YGL081W		7	357377	358339	1
YDR178W	SDH4	4	817950	818495	1
YOR328W	PDR10	15	931803	936497	1
YLL061W	MMP1	12	17956	19707	1
YBL045C	COR1	2	134143	135516	-1
YLR149C		12	437631	439823	-1
YLR207W	HRD3	12	556788	559289	1
YMR208W	ERG12	13	684467	685798	1
YOR034C	AKR2	15	394837	397086	-1
YLR041W		12	229377	229697	1
YLR437C	DIF1	12	1011622	1012023	-1
YNR019W	ARE2	14	665339	667267	1
YPL235W	RVB2	16	103232	104647	1
YBR119W	MUD1	2	479338	480323	1
YCL020W		3	85102	86418	1
YFL010C	WWM1	6	115108	115743	-1
YER068W	MOT2	5	293050	294813	1
YAL009W	SPO7	1	135854	136633	1
YDR469W	SDC1	4	1399015	1399542	1
YOL082W	ATG19	15	168727	169974	1
YJR067C	YAE1	10	567019	567444	-1
YDR424C	DYN2	4	1319387	1319841	-1
YPL226W	NEW1	16	121767	125357	1
YFR002W	NIC96	6	150016	152535	1
YHR146W	CRP1	8	390300	391697	1
YAR023C		1	179281	179820	-1
YFR017C	IGD1	6	182274	182861	-1
YOR065W	CYT1	15	447439	448368	1
YHL030W-A		8	39074	39535	1
YPL122C	TFB2	16	319226	320767	-1
YPL222C-A		16	131870	132115	-1
YIL045W	PIG2	9	271161	272777	1
YGL072C		7	371003	371362	-1
YER186C		5	561705	562625	-1
YOR011W	AUS1	15	349679	353863	1
YGL121C	GPG1	7	280777	281157	-1
YFR034W-A		6	226022	226309	1
YOR038C	HIR2	15	402761	405388	-1
YIL021C-A		9	313199	313468	-1
YIL103W	DPH1	9	171751	173028	1
YCR047C	BUD23	3	210718	211545	-1
YJR017C	ESS1	10	466521	467033	-1
YKR048C	NAP1	11	525387	526640	-1
YMR099C		13	463934	464827	-1
YOL085W-A		15	161579	161791	1
YPR113W	PIS1	16	752257	752919	1
YDL022C-A		4	409808	410056	-1
YGR120C	COG2	7	730033	730821	-1
YDR423C	CAD1	4	1318046	1319275	-1
YLR190W	MMR1	12	535214	536689	1
YPL011C	TAF3	16	533642	534703	-1
YKL212W	SAC1	11	34543	36414	1
YGL156W	AMS1	7	210416	213667	1
YDR063W	AIM7	4	578663	579112	1
YPL082C	MOT1	16	398480	404083	-1
YHL030W	ECM29	8	40084	45690	1
YLR419W		12	958428	962735	1
YMR036C	MIH1	13	341856	343520	-1
YOR213C	SAS5	15	744535	745281	-1
YDR352W		4	1181801	1182754	1
YPR137C-A		16	808947	810269	-1
YCR038W-A		3	199293	199418	1
YCR025C		3	163446	163856	-1
YBL006C	LDB7	2	216587	217129	-1
YEL021W	URA3	5	116167	116970	1
YOR090C	PTC5	15	491123	492841	-1
YIL014W	MNT3	9	326103	327995	1
YCR028C-A	RIM1	3	172950	173440	-1
YDR422C	SIP1	4	1315326	1317773	-1
YNL183C	NPR1	14	293137	295509	-1
YLR144C	ACF2	12	429677	432016	-1
YNR071C		14	770440	771468	-1
YGR146C-A		7	785276	785437	-1
YEL071W	DLD3	5	16355	17845	1
YLR324W	PEX30	12	779215	780786	1
YLR389C	STE23	12	899577	902660	-1
YNL263C	YIF1	14	146896	147840	-1
YPR030W	CSR2	16	627880	631245	1
YOL103W-B		15	118000	123268	1
YIL073C	SPO22	9	222937	225954	-1
YPR154W	PIN3	16	834565	835212	1
YDR303C	RSC3	4	1068729	1071386	-1
YKL148C	SDH1	11	169207	171129	-1
YGL186C	TPN1	7	151037	152776	-1
YBL029W		2	166134	167264	1
YER162C	RAD4	5	500630	502894	-1
YER046W	SPO73	5	243180	243611	1
YER188C-A		5	569608	569907	-1
YDR130C	FIN1	4	715747	716622	-1
YBR005W	RCR1	2	245906	246547	1
YKL058W	TOA2	11	330166	330534	1
YAL019W-A		1	114250	114819	1
YDR154C		4	768403	768753	-1
YDR535C		4	1506606	1507362	-1
YJR005W	APL1	10	445923	448025	1
YPR023C	EAF3	16	608826	610031	-1
YMR071C	TVP18	13	410762	411265	-1
YOR367W	SCP1	15	1026007	1026609	1
YBL018C	POP8	2	185998	186474	-1
YIL155C	GUT2	9	51759	53708	-1
YJR099W	YUH1	10	615576	616286	1
YGL016W	KAP122	7	461666	464911	1
YOR321W	PMT3	15	916030	918291	1
YHR203C	RPS4B	8	504476	505530	-1
YCL018W	LEU2	3	91324	92418	1
YIL090W	ICE2	9	193595	195070	1
YER147C	SCC4	5	462968	464842	-1
YJR109C	CPA2	10	629585	632941	-1
YKL068W	NUP100	11	310199	313078	1
YNL176C	TDA7	14	305070	306980	-1
YIL096C		9	182117	183127	-1
YGR045C		7	583934	584296	-1
YAL064C-A	TDA8	1	13363	13743	-1
YDR362C	TFC6	4	1196679	1198697	-1
YDR454C	GUK1	4	1366264	1366827	-1
YJL187C	SWE1	10	76803	79262	-1
YGR202C	PCT1	7	903474	904748	-1
YDR056C		4	565023	565640	-1
YFL061W	DDI2	6	9545	10222	1
YDR408C	ADE8	4	1288215	1288859	-1
YDL019C	OSH2	4	417663	421514	-1
YDR297W	SUR2	4	1056551	1057600	1
YKL112W	ABF1	11	226570	228765	1
YKR095W-A	PCC1	11	625864	626205	1
YCR001W		3	115685	115999	1
YBR103W	SIF2	2	447709	449316	1
YNL144W-A		14	353061	353144	1
YER041W	YEN1	5	232461	234740	1
YOL026C	MIM1	15	274012	274353	-1
YDR440W	DOT1	4	1342493	1344241	1
YJL225W-A		10	829	1311	1
YOL121C	RPS19A	15	92026	92850	-1
YLR420W	URA4	12	963785	964879	1
YNL151C	RPC31	14	347766	348521	-1
Q0144		Mito	54109	54438	1
YCL016C	DCC1	3	94621	95763	-1
YLR462W		12	1065956	1066564	1
YHR100C	GEP4	8	314116	314673	-1
YOR055W		15	429478	429912	1
YPR046W	MCM16	16	656799	657344	1
YBR097W	VPS15	2	436951	441315	1
YOR102W		15	516423	516773	1
YNR028W	CPR8	14	676177	677103	1
YLR298C	YHC1	12	724721	725416	-1
YGR109W-B		7	707610	712254	1
YJR117W	STE24	10	642007	643368	1
YLL052C	AQY2	12	35912	36361	-1
YOL098C		15	132725	135838	-1
YOR271C	FSF1	15	831059	832042	-1
YOR149C	SMP3	15	609838	611388	-1
YLL006W	MMM1	12	136586	137866	1
YDR289C	RTT103	4	1038280	1039509	-1
YDR166C	SEC5	4	786306	789221	-1
YIL028W		9	302100	302498	1
YDL028C	MPS1	4	400997	403291	-1
YDR319C		4	1105003	1105827	-1
YGL211W	NCS6	7	92512	93591	1
YMR304C-A		13	878780	879130	-1
YKL133C		11	191679	193070	-1
YDL194W	SNF3	4	111580	114234	1
YNL137C	NAM9	14	368595	370055	-1
YKR014C	YPT52	11	465367	466071	-1
YDL176W		4	142097	144223	1
YDR487C	RIB3	4	1428354	1428980	-1
YLR346C		12	822287	822592	-1
YIL135C	VHS2	9	95065	96375	-1
YLR209C	PNP1	12	560797	561732	-1
YOR084W	LPX1	15	480587	481750	1
YOL166W-A		15	585	740	1
YPR028W	YOP1	16	623527	624202	1
YIL115W-A		9	144268	144639	1
YLR093C	NY6	12	326513	327415	-1
YLR342W	FKS1	12	809997	815627	1
YEL061C	CIN8	5	36535	39537	-1
YLR254C	NDL1	12	644404	644973	-1
YKL049C	CSE4	11	346075	346764	-1
YBR091C	TIM12	2	427155	427484	-1
YOR166C	SWT1	15	647126	648502	-1
YHR166C	CDC23	8	437170	439050	-1
YLR277C	YSH1	12	697156	699495	-1
YLR154W-C	TAR1	12	454696	455070	1
YPL089C	RLM1	16	379120	381150	-1
YNL167C	SKO1	14	319416	321359	-1
YNL006W	LST8	14	620067	620978	1
YKL156W	RPS27A	11	158613	159212	1
YFR052W	RPN12	6	252505	253329	1
YFL060C	SNO3	6	10301	10969	-1
YGR203W	YCH1	7	905237	905683	1
YJR005C-A		10	448477	448758	-1
YGL248W	PDE1	7	35653	36762	1
YLL005C	SPO75	12	137940	140546	-1
YGL228W	SHE10	7	67598	69331	1
YOR226C	ISU2	15	761614	762084	-1
YLR162W-A	RRT15	12	490406	490594	1
YPR035W	GLN1	16	642208	643320	1
YMR015C	ERG5	13	300869	302485	-1
YJL169W		10	102099	102467	1
YFL014W	HSP12	6	107256	107585	1
YKL078W	DHR2	11	288845	291052	1
YDR155C	CPR1	4	768512	769000	-1
YER074W-A	YOS1	5	307653	308123	1
YDL076C	RXT3	4	320668	321552	-1
YFL029C	CAK1	6	78055	79161	-1
YOR193W	PEX27	15	710446	711576	1
YGL194C-A		7	139719	139961	-1
YKR075W-A		11	580212	580481	1
YGR201C		7	902520	903197	-1
YJL051W	IRC8	10	339787	342255	1
YHR049W	FSH1	8	206462	207193	1
YIL163C		9	36899	37252	-1
YBL039W-B		2	143393	143572	1
YDR420W	HKR1	4	1306267	1311675	1
YDL197C	ASF2	4	104917	106494	-1
YNL089C		14	456693	457169	-1
YCR024C	SLM5	3	160744	162222	-1
YER086W	IL6	5	328477	330207	1
YMR289W	ABZ2	13	848685	849809	1
YDR186C		4	832859	835492	-1
YDR529C	QCR7	4	1496165	1496548	-1
YBR072W	HSP26	2	382030	382674	1
YDR018C		4	482670	483860	-1
YPL104W	MSD1	16	355700	357676	1
YMR227C	TAF7	13	722613	724385	-1
YKL026C	GPX1	11	389380	389883	-1
YML071C	COG8	13	129749	131572	-1
YCL024W	KCC4	3	79162	82275	1
YNL038W	GPI15	14	557020	557783	1
YOL097W-A		15	136220	136405	1
YMR218C	TRS130	13	703579	706887	-1
YGR044C	RME1	7	582990	583892	-1
YOR079C	ATX2	15	473475	474416	-1
YOR121C		15	551798	552103	-1
YPL223C	GRE1	16	128632	129138	-1
YKL223W		11	2389	2721	1
YBL073W		2	87646	87957	1
YPL250C	ICY2	16	74309	74719	-1
YGL232W	TAN1	7	62075	63002	1
YGL213C	SKI8	7	90054	91247	-1
YKL017C	HCS1	11	405190	407241	-1
YGL101W		7	312193	312840	1
YMR152W	YIM1	13	563096	564193	1
YBR157C	ICS2	2	553543	554310	-1
YNL083W	SAL1	14	471377	472861	1
YMR061W	RNA14	13	392755	394788	1
YPL117C	IDI1	16	327864	328730	-1
YGL189C	RPS26A	7	148229	148588	-1
YDR157W		4	769931	770332	1
YOR311C	DGK1	15	899056	899928	-1
YMR293C	HER2	13	855399	856793	-1
YIR026C	YVH1	9	404873	405967	-1
YCL031C	RRP7	3	64675	65568	-1
YDR259C	YAP6	4	974631	975782	-1
YGL151W	NUT1	7	217524	220922	1
YGL042C		7	418288	418593	-1
YGL095C	VPS45	7	328874	330607	-1
YJR093C	FIP1	10	603220	604203	-1
YHR096C	HXT5	8	294669	296447	-1
YDR488C	PAC11	4	1429188	1430789	-1
YOR308C	SNU66	15	894624	896387	-1
YPR169W	JIP5	16	878690	880168	1
YBL091C-A	SCS22	2	46565	47180	-1
YEL051W	VMA8	5	58378	59148	1
YPL195W	APL5	16	176223	179021	1
YMR165C	PAH1	13	590040	592628	-1
YPR010C-A		16	582373	582734	-1
YGR015C		7	521090	522076	-1
YNL067W-B		14	499417	499557	1
YMR106C	YKU80	13	478301	480190	-1
YBR202W	MCM7	2	625772	628309	1
YKL052C	ASK1	11	339668	340546	-1
YHR180C-B		8	466958	467062	-1
YPL259C	APM1	16	51244	52671	-1
YIR020C		9	394255	394557	-1
YKL140W	TGL1	11	180779	182425	1
YER087C-A		5	331817	332368	-1
YFL050C	ALR2	6	33272	35848	-1
YMR212C	EFR3	13	690695	693043	-1
YKR010C	TOF2	11	458924	461239	-1
YLR448W	RPL6B	12	1028854	1029768	1
YNL155W		14	342516	343340	1
YFR051C	RET2	6	250163	251803	-1
YLL063C	AYT1	12	14648	16072	-1
YLR005W	SSL1	12	160049	161434	1
YGR043C	NQM1	7	580435	581436	-1
YBR285W		2	773922	774356	1
YMR254C		13	777615	777923	-1
YKL124W	SSH4	11	210593	212332	1
YNR007C	ATG3	14	639182	640114	-1
YLR275W	SMD2	12	694378	694800	1
YDL022W	GPD1	4	411825	413000	1
YER024W	YAT2	5	202192	204963	1
YOL101C	IZH4	15	126982	127920	-1
YAL066W		1	10091	10399	1
YJL183W	MNN11	10	84068	85336	1
YBR189W	RPS9B	2	604508	605508	1
YJR125C	ENT3	10	654737	655963	-1
YOL033W	MSE1	15	263475	265085	1
YML126C	ERG13	13	19060	20535	-1
YMR069W	NAT4	13	407709	408566	1
YLR258W	GSY2	12	660716	662833	1
YBL085W	BOI1	2	63876	66818	1
YMR288W	HSH155	13	845571	848486	1
YHR176W	FMO1	8	454229	455527	1
YOR327C	SNC2	15	930734	931081	-1
